Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
9ae63f1704b3ae1fe0b532cbf387e2aa4897886d00e6b8ca69ab69cfdcffa214,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
9ae63f1704b3ae1fe0b532cbf387e2aa4897886d00e6b8ca69ab69cfdcffa214,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
8d65a2c49e4143e31b6211fe319ce4fd40cff5327dc23c4e738050d0ab2a8340,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.513641,51.448137,On or near HIGH STREET,E01014916,South Gloucestershire 031A,Offender given a caution
8d65a2c49e4143e31b6211fe319ce4fd40cff5327dc23c4e738050d0ab2a8340,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.513641,51.448137,On or near HIGH STREET,E01014916,South Gloucestershire 031A,Offender given a caution
0991335b211e25ef174c5df03230632598238408ff66f798f4601f569a5293a0,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a caution
0991335b211e25ef174c5df03230632598238408ff66f798f4601f569a5293a0,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a caution
8fbb025dc365ca6edb8f4bb9b4ad53cf56119050b544a573e99c03faa0bc8c7d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.578073,51.489791,On or near BERRY LANE,E01014662,Bristol 010D,Unable to prosecute suspect
a0b16c6cdbcf0dd0b54084e76ab7cc848fa1a9395505bc57b12de859dd8b0ce7,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.625091,50.941729,On or near Parking Area,E01029234,South Somerset 015B,Unable to prosecute suspect
b3fc0e9933e3e13e9a5b8a60a9670d9f8a868a36573a9093210adfb8c36f394c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.576217,51.469363,On or near DURHAM ROAD,E01014485,Bristol 023A,Unable to prosecute suspect
39c95bbee2744a7301d68d0788550c92224d178880da066eddcca5e90f5a8374,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.732873,51.130265,On or near Further/Higher Educational Building,E01029071,Mendip 014B,Local resolution
39c95bbee2744a7301d68d0788550c92224d178880da066eddcca5e90f5a8374,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.732873,51.130265,On or near Further/Higher Educational Building,E01029071,Mendip 014B,Local resolution
610ecdba0dcfd79dfe962ddc138469544da5203383830348b5d9a1113ca96cdf,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.732873,51.130265,On or near Further/Higher Educational Building,E01029071,Mendip 014B,Local resolution
610ecdba0dcfd79dfe962ddc138469544da5203383830348b5d9a1113ca96cdf,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.732873,51.130265,On or near Further/Higher Educational Building,E01029071,Mendip 014B,Local resolution
85c32db048a9959bab897e71b201bfe583071a72986d7b4d6ecb39e45ea4fee8,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.659086,51.501431,On or near RIDINGLEAZE,E01014638,Bristol 003C,Unable to prosecute suspect
8fcf7834205e15d7d18d447581287d0503f5a30e203df85088a01363c11060f4,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.984119,51.129913,On or near BROOKLANDS,E01029107,Sedgemoor 008D,Suspect charged
8fcf7834205e15d7d18d447581287d0503f5a30e203df85088a01363c11060f4,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.984119,51.129913,On or near BROOKLANDS,E01029107,Sedgemoor 008D,Suspect charged
e9122fe64d03aa334d0ac05c49eded850863f8c7037066d882d8ebefd5dcb5c9,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.142374,51.181799,On or near NORTHFIELD CLOSE,E01029337,West Somerset 004C,Unable to prosecute suspect
bc715e677900c5f372feaabbd1f19d26407660bd2f3d48f398c2abd328cf305c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.494682,51.446114,On or near CRAVEN CLOSE,E01014935,South Gloucestershire 032F,Local resolution
bc715e677900c5f372feaabbd1f19d26407660bd2f3d48f398c2abd328cf305c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.494682,51.446114,On or near CRAVEN CLOSE,E01014935,South Gloucestershire 032F,Local resolution
bc715e677900c5f372feaabbd1f19d26407660bd2f3d48f398c2abd328cf305c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.494682,51.446114,On or near CRAVEN CLOSE,E01014935,South Gloucestershire 032F,Local resolution
9f7051f20c2af881bcaf9b4fd3e640cc76ba853d8ab636a01ed42f1947cf5620,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
a70067f4ba5a5efde58c2ccbae56db9b1845421f88c879ffa39a35f0fc9f31a2,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.595839,51.503603,On or near EASTLEIGH ROAD,E01014689,Bristol 002B,Suspect charged
a70067f4ba5a5efde58c2ccbae56db9b1845421f88c879ffa39a35f0fc9f31a2,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.595839,51.503603,On or near EASTLEIGH ROAD,E01014689,Bristol 002B,Suspect charged
5e6fa5d17ca77627a0097aa94edee7633dc56cf06e9d6f1bc5dace0fb7b4e0c5,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.475451,51.493966,On or near BETTS GREEN,E01014966,South Gloucestershire 021B,Suspect charged
3d2555a949ec9b4ab9635219da2cf9e6838934fc2b0cb35a5c0645a0c8ee2c92,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.477972,51.493974,On or near ADDERLY GATE,E01014967,South Gloucestershire 021C,Suspect charged
2a5fad439faec1ea8703a9d859f1afa6da151826035f89498c7b9f36e2078297,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.476331,51.492668,On or near ST LUKES CLOSE,E01014967,South Gloucestershire 021C,Suspect charged
d16bcdfe0117c68acf347442c5371826f7d009ad7ec916e2d7741250d43e1877,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.479956,51.485325,On or near COLLIERS BREAK,E01033336,South Gloucestershire 021G,Suspect charged
a5399c481220dca4bf8703e122625290f5e567bf4bb460d7bbb6e481bb71114d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.475813,51.491357,On or near GLEVUM CLOSE,E01033334,South Gloucestershire 021F,Suspect charged
8dd9a1afacfebb3dec3e03729585adecbd70bd130f219d3d8e3bbc56e3cc9776,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
6e24f8f271e37dd3c5788f802bb319f7aa0dbf633457304f1568bfcfbda8043f,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.566278,51.421261,On or near PETHERTON GARDENS,E01014614,Bristol 047F,Unable to prosecute suspect
20fde2bdc11f4747038f125910c089e82219102914542b563e124e333a5e0d25,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.609542,50.958681,On or near TRENT CLOSE,E01029253,South Somerset 011C,Unable to prosecute suspect
73d215eba07f97cfe54f0c8a17435d5d27351cb88a2e20f79eb3b6136510c100,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a drugs possession warning
73d215eba07f97cfe54f0c8a17435d5d27351cb88a2e20f79eb3b6136510c100,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a drugs possession warning
c4e9364784f5bc2ce6ffe549b1ce2d7638f1591f3799d85b86083d0a60bb91a9,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.101950,51.013992,On or near Shopping Area,E01029284,Taunton Deane 010B,Unable to prosecute suspect
acf0c9c1b1d294450fbf4f0e4ea5721aa2f28a2a5297f8d24fc04ec2e46e0caf,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.538302,51.427057,On or near STOCKWOOD ROAD,E01014536,Bristol 043D,Formal action is not in the public interest
7a1dc051f6b0759ccee36a1d6407b7415fe97a8525c100835e26fa59004162e0,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.423231,51.381402,On or near PENNYQUICK,E01014379,Bath and North East Somerset 022A,Further investigation is not in the public interest
b58410d498709e436190821a3c612bd06e488c649fbb61d9ba6d4c215a5e6421,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
d1b5d36b8152a352f5c3fa117e6177dd7bca92072b9667a8138e52b55032a7a0,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
09b1b32f26eaf0f71b79e208db24f728ffad1e7ad0a9cb046fb75a42497c7033,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.770346,51.430267,On or near CHERRY ROAD,E01014781,North Somerset 008B,Unable to prosecute suspect
bc510c9f0e0a143d000b348982207d48bd468ed5b4e2c4f235f2ad7ac9236bef,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.564904,51.426465,On or near HENGROVE AVENUE,E01014613,Bristol 047E,Unable to prosecute suspect
fac9c8ec5450e2aab2cbf6b5e3f3d534682fe2dfc192cfa14bbda934cd70d149,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.998348,51.106520,On or near KERRY CLOSE,E01032630,Sedgemoor 014G,Further investigation is not in the public interest
5134ce7bd8d24332e0b80c48633f79ffe3b90895d320afd21ec93fd4f62f4a2d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.299691,50.984405,On or near PILEY LANE,E01029321,Taunton Deane 003C,Unable to prosecute suspect
6fe7675fd8e946e7b6911130a8cf707bdac4b0007008b19e82c230a16c8759bb,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.299691,50.984405,On or near PILEY LANE,E01029321,Taunton Deane 003C,Further investigation is not in the public interest
78ae40f8977e01995ad5603c71e5781a7ff1dbc1fbb2952bcfea363364bf3c1c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.913254,51.373832,On or near STABBINS CLOSE,E01014821,North Somerset 015A,Unable to prosecute suspect
6a6a807e58b85fcf4ba907d0eb8e8219594161f08dedb3391f33f35a3cb08294,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.567869,51.476498,On or near TACKLEY ROAD,E01014665,Bristol 014D,Suspect charged
6a6a807e58b85fcf4ba907d0eb8e8219594161f08dedb3391f33f35a3cb08294,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.567869,51.476498,On or near TACKLEY ROAD,E01014665,Bristol 014D,Suspect charged
c699c5bbab955356538a062f11c626ea78bc8a7d1ff7c6f081646c89713b531b,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.743078,51.434147,On or near LODGE LANE,E01014775,North Somerset 009A,Suspect charged
c699c5bbab955356538a062f11c626ea78bc8a7d1ff7c6f081646c89713b531b,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.743078,51.434147,On or near LODGE LANE,E01014775,North Somerset 009A,Offender given a caution
c699c5bbab955356538a062f11c626ea78bc8a7d1ff7c6f081646c89713b531b,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.743078,51.434147,On or near LODGE LANE,E01014775,North Somerset 009A,Suspect charged
9cdaf0b94374aa6bce3289c4a3e0ed21abcd4a51ef807c912fe1be7c209d2653,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.569260,51.466789,On or near WARWICK ROAD,E01014654,Bristol 056A,Unable to prosecute suspect
5768497dfea5e5046fe4838ac369b35ecb4d77ae02806094f95e458b7127fbce,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.556579,51.509533,On or near Sports/Recreation Area,E01014981,South Gloucestershire 017B,Suspect charged
5768497dfea5e5046fe4838ac369b35ecb4d77ae02806094f95e458b7127fbce,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.556579,51.509533,On or near Sports/Recreation Area,E01014981,South Gloucestershire 017B,Suspect charged
7002535b4298f9df3b570f892b4a763150a1526dcb07f5e586924341bf44a557,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.995541,51.125437,On or near SANDPIPER ROAD,E01029094,Sedgemoor 009A,Suspect charged
4b6a36e2504424909fbe30aca12d580e077a6db7a642536feb595f218f5e5176,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
8e65126b92eaaf4fba847ad824247d3d91d0fe6979040336e847656e0b2f9428,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.360264,51.375732,On or near CALTON GARDENS,E01014483,Bath and North East Somerset 012E,Offender given a drugs possession warning
e5d6a6758dbde93ff2197fec9f0543519c8308f310e21cecccc61dd68bc3cd84,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.392367,51.396580,On or near HIGH STREET,E01014480,Bath and North East Somerset 005D,Unable to prosecute suspect
eafdfbfddb2e0d4edf2828dc27cca22abc3646fcc637f4a8908141333640ceb5,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.971433,51.349068,On or near BAKER STREET,E01014800,North Somerset 020B,Offender given a caution
eafdfbfddb2e0d4edf2828dc27cca22abc3646fcc637f4a8908141333640ceb5,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.971433,51.349068,On or near BAKER STREET,E01014800,North Somerset 020B,Offender given a caution
685fe0d16d884d15422e285b32560405eaee8879e21098e7bb40a24951823297,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.971433,51.349068,On or near BAKER STREET,E01014800,North Somerset 020B,Offender given a caution
685fe0d16d884d15422e285b32560405eaee8879e21098e7bb40a24951823297,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.971433,51.349068,On or near BAKER STREET,E01014800,North Somerset 020B,Offender given a caution
2efbeced4839d18ff6831d5cae43d78e1277f47e0fa2e5864fce057718c481bf,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.472755,51.220340,On or near DARK LANE,E01029020,Mendip 010A,Unable to prosecute suspect
0fb8e6a3408d72ebba5b9e3133f79adc498ab732bff3ec7927c8fe5284913120,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.009487,51.135865,On or near MORAVIA CLOSE,E01029111,Sedgemoor 009D,Unable to prosecute suspect
f53207b55a52fd0f303856ae6e3c5c16dfc4a2869862b40a1a83c7b259fbd49e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.575475,51.447031,On or near VICTORIA ROAD,E01033353,Bristol 054B,Suspect charged
f53207b55a52fd0f303856ae6e3c5c16dfc4a2869862b40a1a83c7b259fbd49e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.575475,51.447031,On or near VICTORIA ROAD,E01033353,Bristol 054B,Suspect charged
d33d60433cbe7ff3071a2d623c75b20acb5a463c09b06746c0d09b47d0d81879,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.575475,51.447031,On or near VICTORIA ROAD,E01033353,Bristol 054B,Suspect charged
d33d60433cbe7ff3071a2d623c75b20acb5a463c09b06746c0d09b47d0d81879,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.575475,51.447031,On or near VICTORIA ROAD,E01033353,Bristol 054B,Suspect charged
0ef0a520e271e66a90907664716b1ee4de35a8648ec78d74d83e9f4f0151066a,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.589860,51.456751,On or near Shopping Area,E01014540,Bristol 032B,Local resolution
411c7903ddc2ead2953689ab9e42da05aa1f50fc3e45a7a515de7e0e9f3d8b35,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.710154,51.152859,On or near MONINGTON ROAD,E01032627,Mendip 011F,Action to be taken by another organisation
8e97d910c9723d425b60ad0d7ed3b1fbaad8e4ae1ec2568f0e62feab7ec14746,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
402281ebb8f23009ba92f3e89853e9faf4235aa708a02dcca8563256aee7d52d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.310498,51.233607,On or near BEECHWOOD AVENUE,E01029029,Mendip 007A,Unable to prosecute suspect
858aceb029ed038b137ef35420fff2b0c6d7bdd090355fbab66a6e7b5b6e78cd,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.607517,51.433759,On or near TEMPLE STREET,E01014500,Bristol 039A,Further investigation is not in the public interest
7d7187cd053d597400035d8c8a44fb6350aa622f983d79500e8f547bd389f5ce,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.359175,51.383451,On or near Parking Area,E01014370,Bath and North East Somerset 007A,Suspect charged
4ea1784ad5cc57fd37766d76def99770c6d9f973bfe09ab64c53d56258da9f93,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.350626,51.400417,On or near UPHILL DRIVE,E01014409,Bath and North East Somerset 004A,Unable to prosecute suspect
7e270e3e3f351d64c7f3d58edc08f7d587351a4f996aeb39307b88391623c848,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.363626,51.381126,On or near TRINITY STREET,E01014407,Bath and North East Somerset 009C,Unable to prosecute suspect
cfdbf73a1cd11b898db2164e8dc54a9afb7f7236fdd32a333923a7a477d92051,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.572281,51.460849,On or near CLIFTON STREET,E01014654,Bristol 056A,Unable to prosecute suspect
07eec6524bb4b770f3e4b32d4f9f48ac157956ed0919285ef4229461eb1f82dd,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.572281,51.460849,On or near CLIFTON STREET,E01014654,Bristol 056A,Unable to prosecute suspect
9cb622611afef76b1ec13ad46c538bdfe74530671281c532792caf65e5707436,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.603036,51.455021,On or near Shopping Area,E01014542,Bristol 032C,Suspect charged
9cb622611afef76b1ec13ad46c538bdfe74530671281c532792caf65e5707436,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.603036,51.455021,On or near Shopping Area,E01014542,Bristol 032C,Suspect charged
0167e189a670bdbf77706899f865e40893e267cde98e7c10d0a1261e040e52bc,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.587757,51.450998,On or near MITCHELL LANE,E01033355,Bristol 054C,Local resolution
0167e189a670bdbf77706899f865e40893e267cde98e7c10d0a1261e040e52bc,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.587757,51.450998,On or near MITCHELL LANE,E01033355,Bristol 054C,Local resolution
5bb3281e1f297510f7ab8c73c7c0f06a2847650418caf92264c868a6d9cf9189,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.765284,50.972728,On or near VINCENT WAY,E01029205,South Somerset 009D,Unable to prosecute suspect
ba3c393ae2a11ae9bd5df29b5210780f6aa3fe900cf5ec61f25ac3f4da94987c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.442692,51.224072,On or near BELLFIELD,E01029020,Mendip 010A,Unable to prosecute suspect
be647479ec1542b80b36358123636e8a2a5a62806e759b62da1170f30419cd83,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.573790,51.529492,On or near CALLICROFT ROAD,E01014952,South Gloucestershire 011G,Suspect charged
be647479ec1542b80b36358123636e8a2a5a62806e759b62da1170f30419cd83,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.573790,51.529492,On or near CALLICROFT ROAD,E01014952,South Gloucestershire 011G,Suspect charged
240d518d38eadec9a2dbdc41d860ade7a3d63db53d2c1201cef1f9e7f9824b55,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.578198,51.530379,On or near CRANBOURNE ROAD,E01014950,South Gloucestershire 011E,Suspect charged
240d518d38eadec9a2dbdc41d860ade7a3d63db53d2c1201cef1f9e7f9824b55,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.578198,51.530379,On or near CRANBOURNE ROAD,E01014950,South Gloucestershire 011E,Suspect charged
65a3e8dac06bd8d70dd50458448252d8ff57da4ae717f5d848ca34bc67c90790,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.599611,51.441857,On or near WARDEN ROAD,E01033361,Bristol 039F,Suspect charged
018800e57169c206aaff2cdb017df019e1776457a734efb5fed0be96a8d0d045,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.744330,51.124627,On or near Parking Area,E01029070,Mendip 014A,Suspect charged
882b4056fed8dfd3e975b4ed293a90e196f1870a8b086620294fc00b6f8d478e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.767860,51.475871,On or near CLEVEDON ROAD,E01014792,North Somerset 003B,Suspect charged
882b4056fed8dfd3e975b4ed293a90e196f1870a8b086620294fc00b6f8d478e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.767860,51.475871,On or near CLEVEDON ROAD,E01014792,North Somerset 003B,Suspect charged
a6d8ca2dfa361e8b58ee7fe6616a3026ada7f73c191bc527c016db229436ec70,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.582826,51.405084,On or near CHATTERTON GREEN,E01014723,Bristol 052D,Suspect charged
a6d8ca2dfa361e8b58ee7fe6616a3026ada7f73c191bc527c016db229436ec70,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.582826,51.405084,On or near CHATTERTON GREEN,E01014723,Bristol 052D,Suspect charged
f3fe179036f5073dfaf4a5fce726506b7475894ba8ceab042513aca02a18cf00,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.582826,51.405084,On or near CHATTERTON GREEN,E01014723,Bristol 052D,Unable to prosecute suspect
081db05daad3f7490e564510d725ba16a153741a4e2f6da121e227ef4a5f1bbd,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.677511,51.186027,On or near HARTERS CLOSE,E01029061,Mendip 005C,Unable to prosecute suspect
0a9d3f7044ad866733a995345a7b378cce13aa1cfac6f01bee7a2be21ca09a0a,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.481816,51.440458,On or near STOCKTON CLOSE,E01014933,South Gloucestershire 032D,Unable to prosecute suspect
db28e2e06b4f22560387810f21b1adbdba05ffe68fe6d2c917d5b4b87bb58196,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.335427,51.216885,On or near MASONS WAY,E01029040,Mendip 007F,Unable to prosecute suspect
c048ab9411f761ce5c7dfe305bcb1cfbec3f0a8dd67fbb26bc9e2986d25f19b3,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.662347,51.216129,On or near GRIFFIN CLOSE,E01029061,Mendip 005C,Unable to prosecute suspect
7ca10217ab28c9b1b7d03fd581b684bc09819c58fe4209144aa2c0fa5df3d0f1,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.561670,51.530989,On or near TETBURY CLOSE,E01014982,South Gloucestershire 015C,Unable to prosecute suspect
93cede407eba9c4e403bd4071904cddb6b275dfa2a68b005818d13760d3fb306,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
2176ca7ff856bdfe2f6672a02a1cb7ab832461e2260e7695cd49701c69eb74d8,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.589860,51.456751,On or near Shopping Area,E01014540,Bristol 032B,Local resolution
2176ca7ff856bdfe2f6672a02a1cb7ab832461e2260e7695cd49701c69eb74d8,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.589860,51.456751,On or near Shopping Area,E01014540,Bristol 032B,Local resolution
2176ca7ff856bdfe2f6672a02a1cb7ab832461e2260e7695cd49701c69eb74d8,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.589860,51.456751,On or near Shopping Area,E01014540,Bristol 032B,Local resolution
77b376560e386b8ae6bc3128270c950fefae3d93c4039a359dd53257dc12732e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.795706,50.888462,On or near NORTH STREET,E01029184,South Somerset 021C,Unable to prosecute suspect
25852181e773d8dff4cc21070de05589a469e8d20a540c20648672c468442fc9,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.348782,51.401762,On or near VALLEY VIEW CLOSE,E01014409,Bath and North East Somerset 004A,Unable to prosecute suspect
8138b478601eee277b1549124ac94b53cacbbef43da543b5e775a880e355ce94,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.498283,51.462284,On or near CRATES CLOSE,E01014927,South Gloucestershire 027C,Unable to prosecute suspect
97440a281124b6ff40c790b22123dcd4834d0c83f0a1c37b9df2cefdb6c3b86d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
1893b4f951e8e13ab94389a1ca726342b8e82a3e58530e7497816391556ef2cd,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.584488,51.528459,On or near FIR TREE CLOSE,E01014951,South Gloucestershire 011F,Unable to prosecute suspect
b52b7b6d1a75d0a828ddfcd0a07875d55402daae84da10c31a88dee97f325979,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
e35fb8e1665b881f4cfba8aa3543e683e3976e59359e03a1e53532edaf37a64c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.586735,51.464419,On or near DRUMMOND ROAD,E01033348,Bristol 023G,Unable to prosecute suspect
9c56b0d34139cbee0687b31afb3c20cf260dc8d4fbf6f8d9b4e27ae7be9ad00d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.522550,51.473525,On or near FOREST AVENUE,E01014624,Bristol 018A,Further investigation is not in the public interest
59be786f0f9d2b157d917c2e743eecb3f955d1908f7f265c2bf4b5fd2a2ddcac,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.606001,51.526758,On or near Supermarket,E01014861,South Gloucestershire 005A,Unable to prosecute suspect
830ebfe2c1e0bbe32554c11cb6f30d66eab44f6923f356eba2c6e4048c68a928,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.284913,51.542679,On or near HIGH STREET,E01014891,South Gloucestershire 024F,Unable to prosecute suspect
709c4d9db71421fe52e5df4ba9691d34ea88365db7850a5bf3984d1039e0130f,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.616550,51.424064,On or near CHEDDAR GROVE,E01014519,Bristol 046B,Formal action is not in the public interest
74dd95a9e252b927628653fe4ba24bca0b225d5c41b33667daa659b10a36e37c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.914233,51.371055,On or near HARVEY CLOSE,E01014821,North Somerset 015A,Formal action is not in the public interest
19c5667c7504d3652836308804b12702ad36cda632808a0a71183bd9352f1cc1,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.964231,51.217258,On or near EVERCREECH WAY,E01029131,Sedgemoor 005B,Offender given a caution
19c5667c7504d3652836308804b12702ad36cda632808a0a71183bd9352f1cc1,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.964231,51.217258,On or near EVERCREECH WAY,E01029131,Sedgemoor 005B,Offender given a caution
